u_id,user,gpu_num,cpu_num,node_num,interval,run_time,wall_time,new_status
12455,25,0,64,2,3,3860,86400,Pass
12456,25,0,64,2,4,1751,86400,Pass
12457,117,0,2048,64,34,87,1800,Killed
12458,63,0,1280,40,412,1892,86400,Pass
12459,79,0,112,16,51,43,600,Pass
12460,25,0,64,2,64,1840,86400,Pass
12461,25,0,64,2,4,1694,86400,Pass
12462,25,0,64,2,4,2682,86400,Pass
12463,25,0,64,2,4,1820,86400,Pass
12464,25,0,64,2,4,4362,86400,Pass
12465,25,0,64,2,4,1750,86400,Pass
12466,63,0,1408,44,5,1510,86400,Pass
12467,25,0,64,2,0,2339,86400,Pass
